service_id,exception_type,date
67,1,20251122
67,1,20251128
67,1,20251129
67,2,20251113
67,2,20251116
67,2,20251117
671,1,20251109
671,1,20251115
671,2,20251202
671,2,20251203
671,2,20251205
671,2,20251206
672,1,20251112
674,2,20251205
678,1,20251201
678,1,20251206
678,1,20251208
68,1,20251112
68,1,20251113
68,1,20251126
68,1,20251127
68,2,20251116
68,2,20251117
68,2,20251118
68,2,20251121
68,2,20251201
68,2,20251202
680,2,20251116
683,2,20251114
683,2,20251117
683,2,20251118
684,1,20251209
685,1,20251109
685,1,20251122
685,1,20251128
685,1,20251129
685,1,20251203
685,1,20251204
685,2,20251207
686,2,20251206
686,2,20251207
687,1,20251109
687,1,20251110
687,1,20251111
687,1,20251112
687,1,20251113
687,1,20251114
688,1,20251121
688,1,20251205
688,1,20251208
688,1,20251209
689,2,20251117
689,2,20251204
693,2,20251130
693,2,20251201
693,2,20251202
693,2,20251203
694,1,20251128
694,1,20251205
694,2,20251113
694,2,20251124
694,2,20251125
694,2,20251202
695,2,20251117
695,2,20251118
696,1,20251110
696,1,20251111
698,1,20251129
698,1,20251202
699,1,20251124
700,2,20251206
704,1,20251130
704,1,20251207
704,2,20251113
704,2,20251114
704,2,20251115
704,2,20251117
704,2,20251118
705,1,20251110
705,1,20251111
705,1,20251112
705,1,20251127
705,1,20251128
705,1,20251129
707,1,20251117
707,1,20251120
707,1,20251204
707,1,20251205
707,1,20251207
708,1,20251110
708,1,20251111
708,1,20251112
71,1,20251110
71,1,20251111
71,1,20251112
710,2,20251204
711,1,20251109
711,1,20251110
711,1,20251111
711,1,20251112
711,1,20251128
711,1,20251129
713,1,20251130
713,1,20251207
714,2,20251114
714,2,20251115
714,2,20251116
715,2,20251122
715,2,20251123
716,1,20251120
716,1,20251121
716,1,20251127
716,1,20251128
716,2,20251115
716,2,20251116
716,2,20251117
716,2,20251118
716,2,20251203
717,1,20251125
717,1,20251205
717,1,20251206
717,1,20251207
717,1,20251208
717,1,20251209
718,1,20251207
72,1,20251111
721,2,20251206
723,1,20251129
723,2,20251116
723,2,20251205
725,1,20251119
725,1,20251120
725,1,20251121
726,2,20251201
726,2,20251208
727,2,20251129
727,2,20251201
727,2,20251202
727,2,20251203
727,2,20251204
728,2,20251122
729,1,20251115
732,1,20251109
732,1,20251110
732,1,20251111
732,1,20251112
732,1,20251128
732,1,20251129
734,2,20251112
734,2,20251130
736,1,20251122
736,1,20251123
737,1,20251124
737,1,20251205
740,1,20251109
740,1,20251110
740,1,20251111
740,1,20251124
740,1,20251128
740,1,20251208
740,1,20251209
741,1,20251122
741,1,20251125
741,1,20251126
741,1,20251127
741,1,20251129
741,1,20251206
741,1,20251208
741,1,20251209
742,2,20251113
742,2,20251114
742,2,20251115
742,2,20251116
742,2,20251117
742,2,20251118
742,2,20251208
747,2,20251118
748,1,20251125
748,1,20251129
748,1,20251130
748,1,20251201
749,1,20251128
749,1,20251206
75,1,20251127
750,1,20251111
750,1,20251124
751,2,20251113
751,2,20251114
751,2,20251116
751,2,20251117
751,2,20251118
753,1,20251125
753,1,20251126
753,1,20251127
753,1,20251128
753,1,20251205
753,1,20251208
753,1,20251209
756,2,20251113
757,1,20251109
757,1,20251110
757,1,20251122
757,1,20251203
758,1,20251201
759,1,20251126
759,1,20251205
759,1,20251207
759,1,20251208
759,2,20251202
76,1,20251110
76,1,20251111
76,1,20251112
76,1,20251128
760,1,20251109
761,1,20251113
762,1,20251128
762,2,20251129
763,1,20251109
763,1,20251207
765,1,20251129
765,1,20251130
766,2,20251122
766,2,20251123
767,2,20251115
769,2,20251117
770,2,20251117
770,2,20251204
771,1,20251110
774,1,20251109
774,1,20251118
774,1,20251119
774,1,20251120
777,1,20251109
777,1,20251110
777,1,20251111
777,1,20251119
777,1,20251126
777,2,20251130
777,2,20251201
777,2,20251202
778,2,20251114
778,2,20251117
779,1,20251122
779,1,20251129
779,2,20251114
779,2,20251116
782,1,20251125
782,1,20251205
783,1,20251110
783,1,20251112
783,1,20251113
783,1,20251126
783,1,20251127
783,1,20251208
783,2,20251116
783,2,20251118
783,2,20251121
783,2,20251202
784,1,20251122
786,2,20251125
788,2,20251114
788,2,20251115
788,2,20251116
788,2,20251117
788,2,20251118
789,1,20251110
789,1,20251122
791,1,20251112
791,1,20251121
791,1,20251201
791,1,20251207
792,1,20251116
793,1,20251114
799,1,20251109
799,2,20251204
80,1,20251128
80,2,20251119
80,2,20251201
801,1,20251209
804,1,20251109
804,1,20251204
805,1,20251123
805,2,20251118
807,1,20251110
807,1,20251111
807,1,20251112
807,1,20251113
807,1,20251208
807,1,20251209
809,2,20251112
809,2,20251201
81,2,20251115
810,2,20251127
810,2,20251128
810,2,20251129
811,1,20251109
811,1,20251110
811,1,20251111
811,1,20251112
811,1,20251113
812,1,20251109
812,1,20251129
813,1,20251110
813,1,20251111
813,1,20251121
814,1,20251124
814,1,20251207
814,1,20251208
815,1,20251127
815,1,20251208
815,1,20251209
816,1,20251110
816,1,20251111
816,1,20251112
817,1,20251205
818,2,20251117
819,1,20251115
819,1,20251129
819,2,20251123
819,2,20251205
819,2,20251207
82,1,20251112
820,2,20251115
820,2,20251116
821,2,20251202
826,1,20251110
826,1,20251111
826,1,20251112
826,1,20251127
826,1,20251128
826,1,20251129
826,1,20251130
827,1,20251207
828,1,20251111
828,1,20251112
83,1,20251206
835,1,20251114
835,1,20251124
835,1,20251125
835,1,20251126
835,1,20251127
837,1,20251114
838,1,20251109
839,1,20251112
839,1,20251122
839,1,20251206
84,2,20251118
84,2,20251124
84,2,20251128
84,2,20251129
84,2,20251130
84,2,20251201
84,2,20251207
840,1,20251124
840,1,20251125
840,1,20251126
840,1,20251127
840,1,20251128
840,1,20251208
840,1,20251209
843,1,20251118
843,1,20251124
843,1,20251130
844,1,20251111
844,1,20251121
847,1,20251110
847,1,20251112
847,1,20251113
847,1,20251126
847,1,20251127
847,1,20251208
847,2,20251115
847,2,20251116
847,2,20251118
847,2,20251121
847,2,20251202
85,2,20251112
850,1,20251126
850,1,20251127
851,1,20251125
853,1,20251109
853,1,20251110
853,1,20251111
853,1,20251119
853,1,20251122
853,1,20251126
853,1,20251206
853,1,20251209
853,2,20251130
853,2,20251201
854,1,20251110
854,1,20251112
854,1,20251113
854,2,20251208
857,1,20251122
857,1,20251206
857,1,20251207
857,1,20251208
857,1,20251209
859,2,20251129
859,2,20251130
861,1,20251205
861,1,20251206
861,1,20251208
861,1,20251209
864,1,20251115
865,2,20251117
865,2,20251204
866,1,20251109
866,1,20251110
866,1,20251111
866,1,20251112
866,1,20251128
866,1,20251129
867,1,20251129
868,1,20251122
868,1,20251206
872,1,20251121
875,1,20251119
875,1,20251121
876,1,20251111
876,1,20251112
876,1,20251130
876,1,20251207
877,2,20251129
877,2,20251130
878,1,20251203
881,1,20251129
881,1,20251206
881,2,20251113
881,2,20251114
881,2,20251116
881,2,20251117
881,2,20251118
881,2,20251123
882,1,20251110
882,1,20251128
883,1,20251122
883,1,20251123
883,1,20251201
883,1,20251202
883,1,20251203
883,1,20251205
883,1,20251207
884,1,20251113
885,2,20251118
885,2,20251119
886,1,20251130
887,1,20251202
887,1,20251203
888,2,20251121
888,2,20251122
888,2,20251123
89,1,20251124
892,1,20251109
892,1,20251113
892,1,20251125
892,1,20251126
893,1,20251128
893,1,20251207
894,1,20251128
894,1,20251205
894,2,20251113
895,2,20251122
895,2,20251123
898,1,20251208
898,1,20251209
899,2,20251130
901,1,20251205
901,1,20251206
901,1,20251208
901,1,20251209
902,1,20251110
905,1,20251122
905,1,20251128
905,1,20251206
905,2,20251113
905,2,20251117
905,2,20251118
905,2,20251201
905,2,20251202
905,2,20251203
906,1,20251109
906,2,20251204
907,2,20251113
907,2,20251114
907,2,20251115
907,2,20251116
907,2,20251117
908,1,20251203
908,1,20251204
908,1,20251209
908,2,20251205
910,1,20251110
910,1,20251111
910,1,20251112
910,1,20251128
910,1,20251129
910,1,20251130
912,1,20251204
913,1,20251110
913,1,20251112
913,1,20251113
913,1,20251208
913,1,20251209
915,1,20251122
915,1,20251206
915,2,20251116
915,2,20251130
916,2,20251115
916,2,20251116
917,1,20251204
920,1,20251123
922,2,20251118
922,2,20251124
922,2,20251127
922,2,20251128
923,1,20251115
924,1,20251110
926,1,20251123
927,1,20251207
928,2,20251206
930,2,20251123
930,2,20251124
933,2,20251116
933,2,20251117
933,2,20251118
933,2,20251119
933,2,20251120
933,2,20251121
933,2,20251122
933,2,20251123
935,1,20251202
938,2,20251130
942,2,20251117
942,2,20251128
942,2,20251206
944,2,20251125
944,2,20251126
944,2,20251127
944,2,20251128
948,1,20251109
948,1,20251110
95,1,20251129
950,1,20251109
953,2,20251117
953,2,20251118
953,2,20251119
953,2,20251120
956,2,20251118
956,2,20251120
961,2,20251121
963,1,20251121
963,1,20251128
963,2,20251116
964,1,20251208
965,1,20251110
965,1,20251128
965,1,20251129
966,1,20251121
968,1,20251130
969,1,20251125
971,2,20251112
971,2,20251113
971,2,20251125
971,2,20251128
971,2,20251130
973,1,20251109
973,1,20251110
973,1,20251122
973,1,20251128
973,1,20251129
973,2,20251207
976,1,20251122
976,1,20251208
976,1,20251209
977,1,20251115
978,1,20251208
979,1,20251127
979,1,20251209
98,2,20251114
98,2,20251203
982,2,20251113
982,2,20251114
982,2,20251115
982,2,20251116
984,1,20251129
984,1,20251130
984,1,20251206
985,1,20251114
985,1,20251118
985,1,20251119
986,2,20251122
987,1,20251129
988,1,20251122
988,1,20251204
988,1,20251206
988,1,20251207
988,1,20251208
988,1,20251209
989,1,20251201
989,2,20251129
989,2,20251130
99,1,20251121
99,1,20251206
99,1,20251207
990,1,20251122
990,1,20251205
990,1,20251206
990,2,20251113
990,2,20251114
990,2,20251117
990,2,20251118
991,1,20251129
991,1,20251130
992,2,20251116
995,1,20251122
995,1,20251208
995,1,20251209
996,1,20251129
996,1,20251130
999,1,20251114
999,1,20251116
